label,used_in,surface_type,occurrence_count,authoritative_meaning,notes
ACCEPTED_CONVENTION,reports/phase12_governance_semantics_dictionary.csv,reports,1,current semantics,
ACCEPTED_CONVENTION,reports/phase15_governance_status_interpretation.csv,reports,2,current semantics,
ACCEPTED_CONVENTION,reports/phase15_pilot_feedback_category_matrix.csv,reports,1,current semantics,
ACCEPTED_CONVENTION,reports/phase15_reviewer_handoff_no_claims.csv,reports,1,current semantics,
ACCEPTED_CONVENTION,reports/phase17_ui_status_badge_inventory.csv,reports,1,current semantics,
ACCEPTED_CONVENTION,reports/phase9_final_tuho_parity_closeout_status.csv,reports,1,current semantics,
ACCEPTED_CONVENTION,reports/phase9_tuho_full_line_item_gap_register.csv,reports,7,current semantics,
ACCEPTED_CONVENTION,reports/phase9_tuho_full_line_item_horizontal_gap_analysis.csv,reports,2,current semantics,
ACCEPTED_CONVENTION,reports/phase9_tuho_full_line_item_horizontal_source_map.csv,reports,1,current semantics,
ACCEPTED_CONVENTION,reports/phase9_tuho_full_line_item_horizontal_summary.csv,reports,2,current semantics,
ACCEPTED_CONVENTION,reports/phase9_tuho_full_line_item_parity_summary.csv,reports,16,current semantics,
ACCEPTED_CONVENTION,reports/phase9_tuho_full_semester_horizontal_source_map.csv,reports,1,current semantics,
ACCEPTED_CONVENTION,reports/phase9_tuho_parity_gate_readiness.csv,reports,3,current semantics,
ACCEPTED_CONVENTION,tests/test_phase10_calibration_reconciliation_pack.py,tests,1,current semantics,
ACCEPTED_CONVENTION,tests/test_phase10_final_calibration_residual_closeout_pack.py,tests,1,current semantics,
ACCEPTED_CONVENTION,tests/test_phase11_institutional_export_product_polish.py,tests,1,current semantics,
ACCEPTED_CONVENTION,tests/test_phase12_governance_semantics_cleanup.py,tests,1,current semantics,
ACCEPTED_CONVENTION,tests/test_phase15_reviewer_handoff_pack.py,tests,2,current semantics,
ACCEPTED_CONVENTION,tests/test_phase9_tuho_full_line_item_parity_pack.py,tests,5,current semantics,
BLOCKED,app/depreciation_audit_visibility.py,app,2,current semantics,
BLOCKED,app/depreciation_flag_discipline.py,app,1,current semantics,
BLOCKED,app/depreciation_shadow_validation.py,app,1,current semantics,
BLOCKED,app/excel_export.py,app,2,current semantics,
BLOCKED,app/export/calibration_reconciliation.py,app,32,current semantics,
BLOCKED,app/export/institutional_workbook.py,app,7,current semantics,
BLOCKED,app/export/runtime_summary.py,app,1,current semantics,
BLOCKED,app/export/workbook_index.py,app,1,current semantics,
BLOCKED,app/persistence/exports_repository.py,app,2,current semantics,
BLOCKED,app/persistence/projects_repository.py,app,1,current semantics,
BLOCKED,app/persistence/provenance.py,app,1,current semantics,
BLOCKED,app/services/project_save_as_service.py,app,1,current semantics,
BLOCKED,app/templates/base.html,app,1,current semantics,
BLOCKED,app/templates/index.html,app,2,current semantics,
BLOCKED,app/templates/partials/export_registry.html,app,3,current semantics,
BLOCKED,app/templates/partials/inputs_section.html,app,2,current semantics,
BLOCKED,app/templates/partials/sheet_tax.html,app,1,current semantics,
BLOCKED,app/templates/partials/workspace_shell.html,app,5,current semantics,
BLOCKED,app/ui/project_context.py,app,1,current semantics,
BLOCKED,app/waterfall_core.py,app,18,current semantics,
BLOCKED,app/waterfall_runner.py,app,2,current semantics,
BLOCKED,docs/commercial/demo_qa_guardrail.md,docs,1,current semantics,
BLOCKED,docs/commercial/demo_script_guardrail.md,docs,1,current semantics,
BLOCKED,docs/commercial/prohibited_claims_register.md,docs,2,current semantics,
BLOCKED,docs/commercial/ui demo_guardrail_refresh.md,docs,3,current semantics,
BLOCKED,docs/deployment_runbook.md,docs,1,current semantics,
BLOCKED,docs/external_review/external_review_closeout_tracker.md,docs,1,current semantics,
BLOCKED,docs/external_review/external_review_package_index.md,docs,1,current semantics,
BLOCKED,docs/external_review/model_scope_and_limitations.md,docs,1,current semantics,
BLOCKED,docs/external_review/no_go_claims.md,docs,1,current semantics,
BLOCKED,docs/governance/post_phase56_ui_governance_refresh.md,docs,1,current semantics,
BLOCKED,docs/phase10_calibration_gap_reconciliation_pack.md,docs,1,current semantics,
BLOCKED,docs/phase10_co2_balancing_source_map_hardening.md,docs,1,current semantics,
BLOCKED,docs/phase10_evidence_coverage_and_runtime_binding_expansion.md,docs,1,current semantics,
BLOCKED,docs/phase10_excel_parity_export_foundation.md,docs,1,current semantics,
BLOCKED,docs/phase10_executive_dashboard_and_signoff_flow.md,docs,2,current semantics,
BLOCKED,docs/phase10_final_calibration_residual_closeout_pack.md,docs,1,current semantics,
BLOCKED,docs/phase10_human_readable_calibration_workbook.md,docs,3,current semantics,
BLOCKED,docs/phase10_institutional_workbook_skeleton.md,docs,1,current semantics,
BLOCKED,docs/phase10_reconciliation_irr_reporting_view.md,docs,1,current semantics,
BLOCKED,docs/phase10_review_pack_polish_and_lender_navigation.md,docs,1,current semantics,
BLOCKED,docs/phase10_runtime_to_workbook_binding.md,docs,1,current semantics,
BLOCKED,docs/phase11_institutional_export_product_polish.md,docs,1,current semantics,
BLOCKED,docs/phase12_audit_replay_metadata_hardening.md,docs,1,current semantics,
BLOCKED,docs/phase12_governance_semantics_cleanup.md,docs,4,current semantics,
BLOCKED,docs/phase12_persistence_and_saved_scenarios_foundation.md,docs,1,current semantics,
BLOCKED,docs/phase12_persistence_consolidation.md,docs,1,current semantics,
BLOCKED,docs/phase12_scenario_compare_and_history_workflow.md,docs,1,current semantics,
BLOCKED,docs/phase13_editable_grid_closeout_review.md,docs,1,current semantics,
BLOCKED,docs/phase13_editable_grid_hardening.md,docs,1,current semantics,
BLOCKED,docs/phase13_editable_grid_state_controls.md,docs,2,current semantics,
BLOCKED,docs/phase13_editable_grid_ux.md,docs,1,current semantics,
BLOCKED,docs/phase14_closeout_forensic_pack.md,docs,1,current semantics,
BLOCKED,docs/phase14_export_lineage_ui.md,docs,1,current semantics,
BLOCKED,docs/phase14_provenance_export_coverage.md,docs,2,current semantics,
BLOCKED,docs/phase14_reviewer_cover_notes.md,docs,2,current semantics,
BLOCKED,docs/phase14_scenario_compare_honesty.md,docs,1,current semantics,
BLOCKED,docs/phase14a_reviewer_productivity_polish.md,docs,1,current semantics,
BLOCKED,docs/phase14b_publish_package_workflow_cleanup.md,docs,1,current semantics,
BLOCKED,docs/phase14c_pilot_readiness_snapshot.md,docs,1,current semantics,
BLOCKED,docs/phase15_browser_workflow_verification.md,docs,1,current semantics,
BLOCKED,docs/phase15_closeout_review.md,docs,1,current semantics,
BLOCKED,docs/phase15_deployment_runbook.md,docs,2,current semantics,
BLOCKED,docs/phase15_e2e_integration_suite.md,docs,1,current semantics,
BLOCKED,docs/phase15_numeric_workbook_validation.md,docs,2,current semantics,
BLOCKED,docs/phase15_pilot_feedback_instrumentation.md,docs,2,current semantics,
BLOCKED,docs/phase15_pilot_issue_cleanup.md,docs,1,current semantics,
BLOCKED,docs/phase15_reviewer_handoff_pack.md,docs,3,current semantics,
BLOCKED,docs/phase15_test_marker_upgrade.md,docs,1,current semantics,
BLOCKED,docs/phase16_pilot_feedback_capture.md,docs,2,current semantics,
BLOCKED,docs/phase16_pilot_session_execution.md,docs,1,current semantics,
BLOCKED,docs/phase16_playwright_smoke_suite.md,docs,1,current semantics,
BLOCKED,docs/phase17_from_scratch_runtime_path.md,docs,1,current semantics,
BLOCKED,docs/phase17_new_project_foundation.md,docs,1,current semantics,
BLOCKED,docs/phase17_required_field_input_form.md,docs,1,current semantics,
BLOCKED,docs/phase17_ui_visual_foundation_state_clarity.md,docs,1,current semantics,
BLOCKED,docs/phase17_user_project_e2e_runtime_export_validation.md,docs,1,current semantics,
BLOCKED,docs/phase18_live_browser_user_project_smoke.md,docs,3,current semantics,
BLOCKED,docs/phase18_user_project_browser_workbook_validation.md,docs,1,current semantics,
BLOCKED,docs/phase19_live_workbook_download_open_validation.md,docs,3,current semantics,
BLOCKED,docs/phase20a_saved_baseline_models.md,docs,1,current semantics,
BLOCKED,docs/phase20f_active_scenario_runtime_binding.md,docs,1,current semantics,
BLOCKED,docs/phase20h_model_cell_design_system.md,docs,2,current semantics,
BLOCKED,docs/phase20r_shl_waterfall_partial_pay_pik_investigation.md,docs,1,current semantics,
BLOCKED,docs/phase20s_shl_partial_pay_sweep_method.md,docs,1,current semantics,
BLOCKED,docs/phase20t_oborovo_dscr_cash_base_diagnostic.md,docs,1,current semantics,
BLOCKED,docs/phase20u_a2_revenue_opex_raw_excel_reconciliation.md,docs,1,current semantics,
BLOCKED,docs/phase20u_b_oborovo_b02_opex_step_change_fix.md,docs,1,current semantics,
BLOCKED,docs/phase20u_opex_line_item_reconciliation.md,docs,1,current semantics,
BLOCKED,docs/phase21f_capex_line_item_treatment_options_design.md,docs,1,current semantics,
BLOCKED,docs/phase22b_uiux_audit_grid_polish_runtime_impact.md,docs,1,current semantics,
BLOCKED,docs/phase23a_frozen_excel_senior_debt_schedule_runtime_wiring.md,docs,2,current semantics,
BLOCKED,docs/phase23c_shl_distribution_lockup_review_frozen_schedule.md,docs,6,current semantics,
BLOCKED,docs/phase23d_prep_tuho_fixture_backed_frozen_senior_ds.md,docs,3,current semantics,
BLOCKED,docs/phase23e_rerun_shl_distribution_lockup_fixture_backed_frozen_ds.md,docs,2,current semantics,
BLOCKED,docs/phase23f_tuho_frozen_factory_opt_in_candidate.md,docs,1,current semantics,
BLOCKED,docs/phase23h_oborovo_shl_distribution_lockup_fix.md,docs,1,current semantics,
BLOCKED,docs/phase23k_oborovo_shl_opening_balance_bridge.md,docs,1,current semantics,
BLOCKED,docs/phase23l_oborovo_shl_amount_factory_correction.md,docs,1,current semantics,
BLOCKED,docs/phase23n_oborovo_post_correction_parity_snapshot.md,docs,2,current semantics,
BLOCKED,docs/phase23o_oborovo_distribution_lockup_policy_parity.md,docs,1,current semantics,
BLOCKED,docs/phase23p_oborovo_post_lockup_parity_snapshot.md,docs,1,current semantics,
BLOCKED,docs/phase23q_oborovo_frozen_senior_ds_fixture_extraction.md,docs,3,current semantics,
BLOCKED,docs/phase23r_oborovo_frozen_senior_ds_factory_opt_in_candidate.md,docs,1,current semantics,
BLOCKED,docs/phase23s_combined_tuho_oborovo_frozen_senior_ds_regression_snapshot.md,docs,1,current semantics,
BLOCKED,docs/phase23t_senior_debt_amount_dscr_residual_bridge.md,docs,1,current semantics,
BLOCKED,docs/phase23u_full_excel_parity_pack.md,docs,1,current semantics,
BLOCKED,docs/phase24_closeout_pilot_readiness_review.md,docs,1,current semantics,
BLOCKED,docs/phase24a_ui_runtime_impact_taxonomy.md,docs,1,current semantics,
BLOCKED,docs/phase24b_scenario_state_banner_validation_bar.md,docs,1,current semantics,
BLOCKED,docs/phase24c1_24f_pilot_safety_decision.md,docs,1,current semantics,
BLOCKED,docs/phase24c_debt_dscr_shl_ui.md,docs,1,current semantics,
BLOCKED,docs/phase24e_audit_reconciliation_tab.md,docs,1,current semantics,
BLOCKED,docs/phase24f1_auto_backup_scheduling.md,docs,1,current semantics,
BLOCKED,docs/phase24f_sqlite_backup_restore_quick_win.md,docs,1,current semantics,
BLOCKED,docs/phase25a_pilot_product_polish_guided_workflow.md,docs,1,current semantics,
BLOCKED,docs/phase25b_onboarding_help_demo_mode.md,docs,2,current semantics,
BLOCKED,docs/phase26a_security_dependency_quick_wins.md,docs,1,current semantics,
BLOCKED,docs/phase26b_auth_single_user_mode_boundary.md,docs,1,current semantics,
BLOCKED,docs/phase26c_dependency_pinning_ci_config_hardening.md,docs,1,current semantics,
BLOCKED,docs/phase26d_deployment_observability.md,docs,2,current semantics,
BLOCKED,docs/phase27_frozen_path_external_validation_pack.md,docs,1,current semantics,
BLOCKED,docs/phase27b_validation_pack_export_presentation.md,docs,1,current semantics,
BLOCKED,docs/phase28_generic_project_path_validation.md,docs,1,current semantics,
BLOCKED,docs/phase29a_tuho_co2_evidence_matrix.md,docs,2,current semantics,
BLOCKED,docs/phase29b_oborovo_capex_sensitivity_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase29c_claude_review_prompt.md,docs,2,current semantics,
BLOCKED,docs/phase29c_readiness_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase31_oborovo_opex_gap_deep_dive.md,docs,1,current semantics,
BLOCKED,docs/phase31_oborovo_opex_gap_evidence_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase31b_cfads_bridge_anchor_sign_fix.md,docs,1,current semantics,
BLOCKED,docs/phase31c_oborovo_equity_irr_shl_sweep_evidence_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase31c_oborovo_equity_irr_shl_sweep_investigation.md,docs,1,current semantics,
BLOCKED,docs/phase32_scenario_persistence_evidence_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase32_scenario_persistence_versioning_foundation.md,docs,1,current semantics,
BLOCKED,docs/phase33_scenario_version_history_ui.md,docs,1,current semantics,
BLOCKED,docs/phase33_scenario_version_history_ui_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase34_generic_project_path_validation_boundary.md,docs,2,current semantics,
BLOCKED,docs/phase34_generic_validation_requirements_matrix.md,docs,3,current semantics,
BLOCKED,docs/phase35_pilot_release_candidate_closeout.md,docs,1,current semantics,
BLOCKED,docs/phase36_legacy_streamlit_cleanup_clean_env_ci.md,docs,1,current semantics,
BLOCKED,docs/phase37_pilot_ux_walkthrough_friction_audit.md,docs,1,current semantics,
BLOCKED,docs/phase38_audit_output_trust_surface_polish.md,docs,1,current semantics,
BLOCKED,docs/phase39_external_model_review_package.md,docs,1,current semantics,
BLOCKED,docs/phase40_reviewer_run_decision_matrix.md,docs,2,current semantics,
BLOCKED,docs/phase40_reviewer_run_execution_outcome.md,docs,2,current semantics,
BLOCKED,docs/phase41_pilot_launch_documentation_handoff.md,docs,1,current semantics,
BLOCKED,docs/phase41_pilot_launch_readiness_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase42_pilot_launch_execution_decision_matrix.md,docs,3,current semantics,
BLOCKED,docs/phase42_pilot_launch_execution_first_observed_run.md,docs,1,current semantics,
BLOCKED,docs/phase43_pilot_ongoing_operations_issue_triage.md,docs,1,current semantics,
BLOCKED,docs/phase43_pilot_operations_decision_matrix.md,docs,2,current semantics,
BLOCKED,docs/phase44_audit_export_hygiene_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase44_pilot_audit_trail_export_hygiene.md,docs,1,current semantics,
BLOCKED,docs/phase45_pilot_feedback_capture_first_real_user_session.md,docs,1,current semantics,
BLOCKED,docs/phase46_real_user_session_execution_feedback_analysis.md,docs,1,current semantics,
BLOCKED,docs/phase47_export_hygiene_runtime_metadata.md,docs,2,current semantics,
BLOCKED,docs/phase47_export_metadata_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase48_export_index_readme_sheet_polish.md,docs,2,current semantics,
BLOCKED,docs/phase48_workbook_index_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase49_closeout_export_service_audit_extraction_summary.md,docs,1,current semantics,
BLOCKED,docs/phase49a_extraction_dependency_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase49a_first_extraction_candidate_export_service.md,docs,1,current semantics,
BLOCKED,docs/phase49a_god_module_mapping_safe_extraction_plan.md,docs,1,current semantics,
BLOCKED,docs/phase49b_export_service_extraction_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase49b_extract_export_service_from_main_web.md,docs,1,current semantics,
BLOCKED,docs/phase49c_extract_remaining_leaf_export_routes.md,docs,1,current semantics,
BLOCKED,docs/phase49c_leaf_export_extraction_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase49d1_post_download_behavior_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase49d1_post_download_characterization.md,docs,1,current semantics,
BLOCKED,docs/phase49d2_extract_post_download_into_export_service.md,docs,1,current semantics,
BLOCKED,docs/phase49d3a_export_audit_recording_characterization.md,docs,2,current semantics,
BLOCKED,docs/phase49d3b_export_audit_service_extraction.md,docs,1,current semantics,
BLOCKED,docs/phase49d3c_get_download_audit_service_wiring.md,docs,1,current semantics,
BLOCKED,docs/phase49d3d_post_download_audit_service_matrix.md,docs,1,current semantics,
BLOCKED,docs/phase49d3d_post_download_audit_service_wiring.md,docs,1,current semantics,
BLOCKED,docs/phase50a_scenario_state_characterization.md,docs,1,current semantics,
BLOCKED,docs/phase50b_scenario_state_helper_extraction.md,docs,1,current semantics,
BLOCKED,docs/phase50c1_runtime_snapshot_source_characterization.md,docs,1,current semantics,
BLOCKED,docs/phase50c3_runtime_guard_wrapper.md,docs,1,current semantics,
BLOCKED,docs/phase50c_closeout_scenario_state_service_summary.md,docs,1,current semantics,
BLOCKED,docs/phase50d2_complete_stale_characterization_cleanup.md,docs,1,current semantics,
BLOCKED,docs/phase50d_cleanup_stale_characterization_tests.md,docs,1,current semantics,
BLOCKED,docs/phase51_closeout_route_service_extraction_summary.md,docs,2,current semantics,
BLOCKED,docs/phase51a_run_route_golden_characterization.md,docs,2,current semantics,
BLOCKED,docs/phase51f_parallel_work_guardrails.md,docs,1,current semantics,
BLOCKED,docs/phase51g2_save_run_route_vertical_extraction.md,docs,1,current semantics,
BLOCKED,docs/phase51g3_save_run_user_created_branch_fix.md,docs,1,current semantics,
BLOCKED,docs/phase51h1_scenario_state_route_family_characterization.md,docs,1,current semantics,
BLOCKED,docs/phase51h2_scenario_state_route_family_vertical_extraction.md,docs,1,current semantics,
BLOCKED,docs/phase51i_route_extraction_checkpoint_hotspot_map.md,docs,3,current semantics,
BLOCKED,docs/phase51j1_scenarios_save_route_golden_characterization.md,docs,1,current semantics,
BLOCKED,docs/phase51n_post_m2_route_extraction_checkpoint.md,docs,2,current semantics,
BLOCKED,docs/phase51o1_project_save_as_route_golden_characterization.md,docs,1,current semantics,
BLOCKED,docs/phase51o2_project_save_as_route_vertical_extraction.md,docs,1,current semantics,
BLOCKED,docs/phase51t_final_route_extraction_closeout.md,docs,1,current semantics,
BLOCKED,docs/phase52g_final_repository_boundary_mapping_closeout.md,docs,1,current semantics,
BLOCKED,docs/phase53c_persistence_exports_audit_extraction.md,docs,1,current semantics,
BLOCKED,docs/phase53h2_post_scenario_persistence_review_pack.md,docs,3,current semantics,
BLOCKED,docs/phase53i4_records_relocation_closeout.md,docs,1,current semantics,
BLOCKED,docs/phase55a_agent_b_post_ui2_governance_refresh.md,docs,1,current semantics,
BLOCKED,docs/phase55d_ui3_readiness_no_go_scanner_plan.md,docs,1,current semantics,
BLOCKED,docs/phase55f_validation_summary_context.md,docs,1,current semantics,
BLOCKED,docs/phase56g_ux_cleanup_closeout_visual_review.md,docs,2,current semantics,
BLOCKED,docs/phase56h_post_merge_visual_qa.md,docs,2,current semantics,
BLOCKED,docs/phase57a_ui3_line_item_grid_capex_summary.md,docs,1,current semantics,
BLOCKED,docs/phase57b_agent_b_post56_post57a_governance_refresh.md,docs,2,current semantics,
BLOCKED,docs/phase57c_validation_bar_semantics_design.md,docs,11,current semantics,
BLOCKED,docs/phase57pre_route_render_smoke_context_contract.md,docs,1,current semantics,
BLOCKED,docs/phase6_dep_category_capex_extraction.md,docs,2,current semantics,
BLOCKED,docs/phase6_dep_r30_excel_crosscheck.md,docs,2,current semantics,
BLOCKED,docs/phase6_dep_r30_rounding_convention_check.md,docs,1,current semantics,
BLOCKED,docs/phase6_depreciation_engine_design.md,docs,5,current semantics,
BLOCKED,docs/phase6_depreciation_engine_impl.md,docs,2,current semantics,
BLOCKED,docs/phase6_loss_window_design.md,docs,2,current semantics,
BLOCKED,docs/phase6_model_stack_60_period_comparison.md,docs,5,current semantics,
BLOCKED,docs/phase6_r35_formula_inspection.md,docs,2,current semantics,
BLOCKED,docs/phase6_r67_full_calibration_validation.md,docs,1,current semantics,
BLOCKED,docs/phase6_r67_residual_decision.md,docs,5,current semantics,
BLOCKED,docs/phase6_r67_residual_driver_recheck.md,docs,1,current semantics,
BLOCKED,docs/phase6_r67_yrs13to30_residual.md,docs,1,current semantics,
BLOCKED,docs/phase6_revised_r67_residual_recheck.md,docs,1,current semantics,
BLOCKED,docs/phase6_tax_bridge_consumes_r35_sources.md,docs,1,current semantics,
BLOCKED,docs/phase6_tax_bridge_counterfactual_attribution.md,docs,2,current semantics,
BLOCKED,docs/phase6_tax_validation_pack.md,docs,6,current semantics,
BLOCKED,docs/phase6_useful_life_canonical_design.md,docs,2,current semantics,
BLOCKED,docs/phase6_y13_30_residual_attribution.md,docs,1,current semantics,
BLOCKED,docs/phase7_closeout_review.md,docs,5,current semantics,
BLOCKED,docs/phase7_depreciation_canonical_module_design.md,docs,3,current semantics,
BLOCKED,docs/phase7_depreciation_runtime_integration.md,docs,3,current semantics,
BLOCKED,docs/phase7_model_stack_blueprint.md,docs,6,current semantics,
BLOCKED,docs/phase7_model_stack_validation_pack.md,docs,4,current semantics,
BLOCKED,docs/phase7_opex_bcode_source_map.md,docs,1,current semantics,
BLOCKED,docs/phase7_opex_inflation_decomposition.md,docs,2,current semantics,
BLOCKED,docs/phase7_opex_runtime_flag.md,docs,2,current semantics,
BLOCKED,docs/phase7_opex_semiannual_projection_audit.md,docs,2,current semantics,
BLOCKED,docs/phase7_r99_r102_source_ownership_design.md,docs,13,current semantics,
BLOCKED,docs/phase7_runtime_stack_freeze.md,docs,12,current semantics,
BLOCKED,docs/phase7_senior_debt_canonical_module_design.md,docs,4,current semantics,
BLOCKED,docs/phase7_senior_debt_dscr_source_map.md,docs,2,current semantics,
BLOCKED,docs/phase7_senior_debt_sizing_flag.md,docs,4,current semantics,
BLOCKED,docs/phase7_shl_canonical_module_design.md,docs,5,current semantics,
BLOCKED,docs/phase7_shl_cash_sweep_source_map.md,docs,2,current semantics,
BLOCKED,docs/phase7_shl_engine_implementation.md,docs,3,current semantics,
BLOCKED,docs/phase7_shl_metric_reconciliation_note.md,docs,1,current semantics,
BLOCKED,docs/phase7_shl_runtime_flag_wiring.md,docs,5,current semantics,
BLOCKED,docs/phase7_tax_runtime_bridge.md,docs,3,current semantics,
BLOCKED,docs/phase8_cross_module_runtime_validation.md,docs,27,current semantics,
BLOCKED,docs/phase8_depreciation_canonical_wiring_hardening_validation.md,docs,2,current semantics,
BLOCKED,docs/phase8_oborovo_opex_fix.md,docs,1,current semantics,
BLOCKED,docs/phase8_planning_input.md,docs,2,current semantics,
BLOCKED,docs/phase8_r99_r102_prepromotion_design.md,docs,3,current semantics,
BLOCKED,docs/phase8_runtime_adapter_closeout.md,docs,14,current semantics,
BLOCKED,docs/phase8_senior_debt_sizing_runtime_wiring.md,docs,2,current semantics,
BLOCKED,docs/phase8_shl_wiring_hardening_validation.md,docs,1,current semantics,
BLOCKED,docs/phase9_5_excel_like_project_workspace_ui_design.md,docs,4,current semantics,
BLOCKED,docs/phase9_5_excel_like_project_workspace_ui_shell.md,docs,4,current semantics,
BLOCKED,docs/phase9_5_excel_like_sheet_content_foundation.md,docs,1,current semantics,
BLOCKED,docs/phase9_5_htmx_ui_ux_product_polish.md,docs,6,current semantics,
BLOCKED,docs/phase9_5_oborovo_opex_factory_deduplication_fix.md,docs,1,current semantics,
BLOCKED,docs/phase9_5_output_tabs_runtime_summary_binding.md,docs,2,current semantics,
BLOCKED,docs/phase9_5_ui_closeout_review.md,docs,3,current semantics,
BLOCKED,docs/phase9_audit_economic_mode_contract_reconciliation.md,docs,1,current semantics,
BLOCKED,docs/phase9_closeout_gate_report.md,docs,7,current semantics,
BLOCKED,docs/phase9_co2_cit_bridge_design.md,docs,9,current semantics,
BLOCKED,docs/phase9_co2_cit_runtime_bridge.md,docs,2,current semantics,
BLOCKED,docs/phase9_co2_revenue_bridge_wiring.md,docs,1,current semantics,
BLOCKED,docs/phase9_cross_module_validation_pack.md,docs,12,current semantics,
BLOCKED,docs/phase9_distribtionaccount_dualrun_validation.md,docs,2,current semantics,
BLOCKED,docs/phase9_distribution_account_audit_integration.md,docs,3,current semantics,
BLOCKED,docs/phase9_distribution_account_design.md,docs,7,current semantics,
BLOCKED,docs/phase9_distribution_account_implementation_audit_first.md,docs,6,current semantics,
BLOCKED,docs/phase9_distribution_account_review_fixes.md,docs,3,current semantics,
BLOCKED,docs/phase9_distribution_ownership_transition_design.md,docs,22,current semantics,
BLOCKED,docs/phase9_distributionaccount_dualrun_validation.md,docs,9,current semantics,
BLOCKED,docs/phase9_distributionaccount_gate_logic.md,docs,2,current semantics,
BLOCKED,docs/phase9_distributionaccount_runtime_design.md,docs,8,current semantics,
BLOCKED,docs/phase9_distributionaccount_runtime_wiring.md,docs,2,current semantics,
BLOCKED,docs/phase9_equity_irr_method_reconciliation.md,docs,3,current semantics,
BLOCKED,docs/phase9_final_tuho_parity_closeout_review.md,docs,1,current semantics,
BLOCKED,docs/phase9_phasec_post_runtime_validation.md,docs,14,current semantics,
BLOCKED,docs/phase9_r99_r102_audit_gate_validation.md,docs,16,current semantics,
BLOCKED,docs/phase9_r99_r102_readiness_lockup_and_irr_reconciliation.md,docs,2,current semantics,
